I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
-0.05,-0.249,-0.199,0.15,0.074,-0.224,0.308,0.481,0.43,0.088,-0.041,-0.099
-0.05,-0.245,-0.195,0.148,0.073,-0.22,0.335,0.6,0.565,0.135,-0.025,-0.09
-0.05,-0.244,-0.193,0.147,0.071,-0.218,0.324,0.618,0.585,0.181,-0.015,-0.058
-0.043,-0.214,-0.171,0.129,0.064,-0.192,0.315,0.499,0.453,0.214,0.02,-0.034
-0.006,-0.148,-0.142,0.078,0.068,-0.145,0.281,0.317,0.271,0.268,0.103,0.019
0.056,-0.055,-0.111,-0.001,0.083,-0.083,0.194,0.081,0.085,0.352,0.22,0.115
0.13,0.06,-0.07,-0.095,0.1,-0.005,0.055,-0.26,-0.135,0.46,0.36,0.23
0.231,0.197,-0.034,-0.214,0.132,0.081,-0.136,-0.651,-0.357,0.644,0.556,0.387
0.317,0.359,0.043,-0.338,0.136,0.2,-0.323,-1.003,-0.524,0.882,0.775,0.56
0.395,0.529,0.134,-0.462,0.13,0.331,-0.511,-1.329,-0.704,1.106,0.996,0.743
0.446,0.689,0.242,-0.568,0.102,0.466,-0.701,-1.656,-0.925,1.325,1.222,0.931
0.445,0.84,0.395,-0.643,0.025,0.617,-0.88,-1.965,-1.14,1.58,1.445,1.105
0.452,0.993,0.541,-0.723,-0.045,0.766,-1.077,-2.236,-1.364,1.803,1.632,1.256
0.461,1.129,0.668,-0.796,-0.104,0.898,-1.286,-2.483,-1.575,2.013,1.794,1.377
0.436,1.18,0.744,-0.808,-0.154,0.962,-1.423,-2.66,-1.708,2.225,1.909,1.446
0.372,1.132,0.76,-0.752,-0.194,0.946,-1.457,-2.708,-1.75,2.356,1.927,1.44
0.285,0.985,0.7,-0.635,-0.208,0.842,-1.41,-2.61,-1.755,2.245,1.77,1.32
0.163,0.656,0.494,-0.409,-0.166,0.575,-1.249,-2.401,-1.76,1.8,1.373,1.047
0.033,0.284,0.251,-0.159,-0.109,0.267,-1.026,-2.163,-1.771,1.18,0.87,0.718
-0.11,0.03,0.141,0.04,-0.126,0.085,-0.897,-2.011,-1.921,0.409,0.42,0.449
-0.27,-0.097,0.173,0.183,-0.221,0.038,-0.859,-1.936,-2.129,-0.345,0.086,0.262
-0.395,-0.185,0.21,0.29,-0.302,0.012,-0.805,-1.84,-2.155,-0.825,-0.16,0.105
-0.419,-0.236,0.184,0.327,-0.301,-0.026,-0.785,-1.721,-1.999,-1.065,-0.337,-0.027
-0.393,-0.234,0.159,0.313,-0.276,-0.037,-0.785,-1.593,-1.766,-1.051,-0.403,-0.088
-0.339,-0.22,0.119,0.279,-0.228,-0.051,-0.731,-1.387,-1.477,-0.879,-0.369,-0.093
-0.259,-0.212,0.046,0.235,-0.152,-0.083,-0.615,-1.112,-1.174,-0.677,-0.298,-0.082
-0.19,-0.2,-0.01,0.195,-0.09,-0.105,-0.495,-0.87,-0.93,-0.515,-0.24,-0.075
-0.182,-0.192,-0.01,0.188,-0.086,-0.101,-0.379,-0.679,-0.734,-0.399,-0.192,-0.067
-0.186,-0.181,0.005,0.184,-0.095,-0.087,-0.266,-0.501,-0.566,-0.308,-0.141,-0.059
-0.152,-0.171,-0.019,0.161,-0.066,-0.094,-0.169,-0.335,-0.42,-0.238,-0.106,-0.052
-0.108,-0.162,-0.054,0.135,-0.026,-0.108,-0.101,-0.209,-0.296,-0.18,-0.084,-0.05
-0.1,-0.15,-0.05,0.125,-0.025,-0.1,-0.055,-0.13,-0.19,-0.125,-0.06,-0.05
-0.093,-0.142,-0.049,0.117,-0.022,-0.096,-0.006,-0.066,-0.102,-0.088,-0.055,-0.05
-0.081,-0.131,-0.05,0.106,-0.015,-0.091,0.032,-0.003,-0.045,-0.053,-0.052,-0.047
-0.069,-0.119,-0.05,0.094,-0.009,-0.084,0.07,0.048,0.009,-0.035,-0.05,-0.044
-0.065,-0.115,-0.05,0.09,-0.007,-0.082,0.099,0.074,0.051,-0.035,-0.049,-0.045
-0.07,-0.12,-0.05,0.095,-0.01,-0.085,0.1,0.08,0.055,-0.035,-0.045,-0.045
-0.07,-0.12,-0.05,0.095,-0.01,-0.085,0.103,0.084,0.057,-0.035,-0.045,-0.045
-0.07,-0.12,-0.05,0.095,-0.01,-0.085,0.109,0.091,0.073,-0.032,-0.043,-0.042
-0.068,-0.118,-0.05,0.093,-0.009,-0.084,0.109,0.098,0.084,-0.029,-0.037,-0.039
-0.074,-0.124,-0.05,0.099,-0.012,-0.087,0.112,0.109,0.095,-0.03,-0.035,-0.04
-0.09,-0.14,-0.05,0.115,-0.02,-0.095,0.125,0.125,0.115,-0.03,-0.035,-0.04
-0.083,-0.133,-0.05,0.108,-0.016,-0.091,0.128,0.133,0.118,-0.03,-0.031,-0.04
-0.077,-0.127,-0.05,0.102,-0.013,-0.088,0.14,0.144,0.135,-0.027,-0.03,-0.037
-0.071,-0.121,-0.05,0.096,-0.01,-0.085,0.145,0.153,0.149,-0.024,-0.028,-0.034
-0.064,-0.114,-0.05,0.089,-0.006,-0.081,0.139,0.156,0.15,-0.025,-0.025,-0.035
-0.06,-0.11,-0.05,0.085,-0.005,-0.08,0.14,0.16,0.155,-0.025,-0.025,-0.035
-0.052,-0.102,-0.05,0.077,-0.001,-0.076,0.14,0.164,0.16,-0.021,-0.021,-0.031
-0.049,-0.097,-0.047,0.073,-0.001,-0.072,0.14,0.165,0.16,-0.02,-0.019,-0.03
-0.05,-0.093,-0.043,0.072,-0.003,-0.068,0.14,0.167,0.162,-0.02,-0.021,-0.03
-0.051,-0.09,-0.039,0.07,-0.006,-0.064,0.139,0.17,0.165,-0.02,-0.019,-0.03
-0.055,-0.09,-0.035,0.073,-0.01,-0.062,0.135,0.17,0.165,-0.02,-0.015,-0.03
-0.051,-0.086,-0.035,0.069,-0.007,-0.06,0.135,0.174,0.177,-0.016,-0.015,-0.026
-0.053,-0.085,-0.033,0.069,-0.009,-0.059,0.135,0.175,0.185,-0.015,-0.012,-0.025
-0.056,-0.083,-0.027,0.07,-0.014,-0.055,0.135,0.177,0.185,-0.015,-0.009,-0.025
-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.135,0.18,0.186,-0.015,-0.01,-0.025
-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.135,0.18,0.19,-0.015,-0.01,-0.025
-0.054,-0.076,-0.021,0.065,-0.016,-0.048,0.135,0.184,0.19,-0.011,-0.006,-0.021
-0.059,-0.075,-0.016,0.067,-0.021,-0.046,0.132,0.185,0.193,-0.006,-0.005,-0.019
-0.058,-0.073,-0.015,0.066,-0.021,-0.044,0.129,0.187,0.196,-0.005,-0.003,-0.021
-0.055,-0.07,-0.014,0.063,-0.021,-0.042,0.13,0.19,0.203,-0.004,0.001,-0.019
-0.06,-0.07,-0.01,0.065,-0.025,-0.04,0.13,0.19,0.22,0.0,0.0,-0.015
-0.057,-0.066,-0.01,0.061,-0.023,-0.038,0.13,0.194,0.225,0.004,0.0,-0.015
-0.051,-0.061,-0.01,0.056,-0.02,-0.035,0.131,0.196,0.225,0.005,0.003,-0.016
-0.05,-0.06,-0.01,0.055,-0.02,-0.035,0.128,0.194,0.225,0.006,0.006,-0.013
-0.049,-0.059,-0.01,0.054,-0.02,-0.035,0.125,0.196,0.226,0.011,0.005,-0.01
-0.045,-0.055,-0.01,0.05,-0.017,-0.032,0.125,0.2,0.23,0.015,0.005,-0.01
-0.045,-0.055,-0.01,0.05,-0.017,-0.032,0.125,0.2,0.23,0.019,0.009,-0.01
-0.043,-0.053,-0.01,0.048,-0.016,-0.031,0.125,0.199,0.229,0.023,0.014,-0.007
-0.037,-0.047,-0.01,0.042,-0.014,-0.029,0.125,0.202,0.233,0.027,0.015,-0.004
-0.035,-0.045,-0.01,0.04,-0.012,-0.027,0.125,0.206,0.242,0.031,0.016,-0.005
-0.035,-0.045,-0.01,0.04,-0.012,-0.027,0.125,0.21,0.25,0.035,0.02,-0.005
-0.031,-0.041,-0.01,0.036,-0.01,-0.025,0.121,0.214,0.254,0.039,0.02,-0.001
-0.029,-0.039,-0.01,0.034,-0.01,-0.025,0.119,0.215,0.259,0.04,0.022,0.001
-0.032,-0.042,-0.01,0.037,-0.011,-0.026,0.121,0.215,0.26,0.042,0.028,-0.001
-0.035,-0.045,-0.01,0.04,-0.012,-0.027,0.119,0.215,0.261,0.045,0.03,0.001
-0.035,-0.045,-0.01,0.04,-0.012,-0.027,0.115,0.215,0.265,0.045,0.03,0.005
-0.035,-0.045,-0.01,0.04,-0.012,-0.027,0.115,0.215,0.265,0.053,0.035,0.005
-0.035,-0.045,-0.01,0.04,-0.012,-0.027,0.116,0.215,0.268,0.058,0.033,0.004
-0.035,-0.045,-0.01,0.04,-0.012,-0.027,0.113,0.216,0.27,0.064,0.042,0.007
-0.035,-0.045,-0.01,0.04,-0.012,-0.027,0.11,0.222,0.272,0.071,0.057,0.011
-0.035,-0.045,-0.01,0.04,-0.012,-0.027,0.11,0.23,0.285,0.075,0.055,0.015
-0.039,-0.049,-0.01,0.044,-0.014,-0.03,0.11,0.234,0.298,0.079,0.055,0.019
-0.04,-0.05,-0.01,0.045,-0.015,-0.03,0.107,0.241,0.304,0.083,0.055,0.023
-0.04,-0.05,-0.01,0.045,-0.015,-0.03,0.104,0.248,0.305,0.087,0.055,0.027
-0.04,-0.05,-0.01,0.045,-0.015,-0.03,0.105,0.25,0.306,0.092,0.055,0.03
-0.04,-0.05,-0.01,0.045,-0.015,-0.03,0.105,0.25,0.31,0.1,0.055,0.03
-0.037,-0.05,-0.013,0.044,-0.012,-0.031,0.101,0.254,0.31,0.104,0.055,0.035
-0.057,-0.049,0.008,0.053,-0.033,-0.02,0.099,0.255,0.315,0.111,0.056,0.033
-0.06,-0.052,0.008,0.056,-0.034,-0.021,0.101,0.257,0.325,0.116,0.07,0.042
-0.033,-0.055,-0.022,0.045,-0.005,-0.039,0.099,0.269,0.339,0.123,0.088,0.058
-0.015,-0.055,-0.04,0.035,0.013,-0.047,0.095,0.285,0.355,0.14,0.09,0.06
-0.009,-0.055,-0.046,0.032,0.019,-0.05,0.095,0.29,0.364,0.145,0.094,0.06
0.012,-0.055,-0.067,0.021,0.04,-0.061,0.096,0.293,0.368,0.144,0.099,0.063
0.001,-0.055,-0.056,0.027,0.029,-0.055,0.093,0.297,0.372,0.149,0.1,0.065
-0.01,-0.055,-0.045,0.033,0.018,-0.05,0.09,0.3,0.375,0.156,0.1,0.065
0.035,-0.055,-0.09,0.01,0.063,-0.072,0.09,0.305,0.38,0.16,0.105,0.07
0.044,-0.053,-0.097,0.005,0.071,-0.075,0.09,0.321,0.401,0.181,0.122,0.082
0.027,-0.068,-0.095,0.021,0.062,-0.081,0.091,0.33,0.409,0.189,0.128,0.092
0.033,-0.075,-0.108,0.021,0.071,-0.091,0.088,0.331,0.415,0.195,0.135,0.097
0.053,-0.069,-0.122,0.008,0.088,-0.096,0.085,0.337,0.428,0.207,0.148,0.101
0.055,-0.07,-0.125,0.008,0.09,-0.097,0.085,0.35,0.44,0.21,0.155,0.105
0.059,-0.066,-0.125,0.004,0.093,-0.095,0.081,0.359,0.448,0.214,0.159,0.109
0.059,-0.065,-0.124,0.003,0.092,-0.095,0.079,0.361,0.455,0.217,0.163,0.113
0.064,-0.063,-0.127,0.0,0.096,-0.095,0.081,0.375,0.468,0.227,0.167,0.115
0.071,-0.06,-0.13,-0.005,0.1,-0.095,0.079,0.392,0.483,0.243,0.172,0.115
0.07,-0.06,-0.13,-0.005,0.1,-0.095,0.075,0.395,0.49,0.25,0.18,0.115
0.075,-0.056,-0.13,-0.009,0.103,-0.093,0.075,0.407,0.494,0.255,0.184,0.115
0.072,-0.055,-0.127,-0.009,0.101,-0.091,0.072,0.417,0.502,0.256,0.187,0.116
0.086,-0.053,-0.139,-0.016,0.113,-0.096,0.069,0.422,0.521,0.27,0.194,0.128
0.108,-0.05,-0.158,-0.029,0.133,-0.104,0.07,0.427,0.537,0.288,0.201,0.142
0.11,-0.05,-0.16,-0.03,0.135,-0.105,0.07,0.44,0.545,0.29,0.205,0.145
0.114,-0.046,-0.159,-0.034,0.137,-0.102,0.066,0.457,0.566,0.294,0.213,0.148
0.118,-0.045,-0.163,-0.036,0.141,-0.104,0.062,0.466,0.574,0.297,0.218,0.156
0.122,-0.043,-0.165,-0.039,0.144,-0.104,0.058,0.475,0.58,0.307,0.224,0.162
0.126,-0.04,-0.166,-0.043,0.146,-0.102,0.054,0.488,0.592,0.323,0.232,0.166
0.13,-0.04,-0.17,-0.045,0.15,-0.105,0.05,0.5,0.6,0.33,0.24,0.17
0.139,-0.032,-0.171,-0.053,0.155,-0.102,0.046,0.516,0.616,0.342,0.252,0.174
0.14,-0.024,-0.164,-0.058,0.152,-0.093,0.043,0.531,0.63,0.351,0.262,0.181
0.158,-0.016,-0.175,-0.071,0.167,-0.095,0.036,0.537,0.638,0.36,0.267,0.19
0.183,-0.008,-0.191,-0.088,0.187,-0.1,0.029,0.543,0.649,0.373,0.272,0.196
0.185,0.0,-0.185,-0.092,0.185,-0.092,0.025,0.56,0.67,0.385,0.28,0.2
0.193,0.008,-0.185,-0.1,0.189,-0.088,0.017,0.577,0.687,0.393,0.288,0.208
0.195,0.013,-0.182,-0.104,0.188,-0.084,0.012,0.586,0.695,0.4,0.293,0.214
0.198,0.018,-0.18,-0.108,0.188,-0.08,0.006,0.597,0.708,0.411,0.298,0.214
0.206,0.027,-0.179,-0.117,0.192,-0.076,-0.001,0.614,0.723,0.423,0.308,0.218
0.21,0.035,-0.175,-0.122,0.192,-0.07,-0.005,0.625,0.73,0.435,0.32,0.235
0.218,0.043,-0.175,-0.13,0.196,-0.066,-0.013,0.637,0.746,0.447,0.324,0.238
0.227,0.051,-0.176,-0.138,0.201,-0.062,-0.021,0.65,0.76,0.458,0.332,0.251
0.232,0.059,-0.173,-0.145,0.202,-0.057,-0.029,0.659,0.77,0.474,0.35,0.266
0.237,0.067,-0.17,-0.152,0.203,-0.051,-0.037,0.667,0.784,0.495,0.368,0.271
0.245,0.075,-0.17,-0.16,0.207,-0.047,-0.045,0.675,0.8,0.51,0.375,0.275
0.249,0.083,-0.166,-0.166,0.207,-0.041,-0.053,0.678,0.809,0.519,0.378,0.278
0.254,0.089,-0.165,-0.171,0.209,-0.038,-0.059,0.692,0.813,0.521,0.388,0.289
0.254,0.091,-0.163,-0.172,0.209,-0.036,-0.058,0.705,0.818,0.535,0.402,0.297
0.266,0.107,-0.159,-0.187,0.213,-0.026,-0.064,0.711,0.827,0.552,0.412,0.302
0.3,0.14,-0.16,-0.22,0.23,-0.01,-0.085,0.715,0.835,0.555,0.42,0.315
0.311,0.15,-0.161,-0.231,0.236,-0.005,-0.094,0.711,0.838,0.566,0.429,0.324
0.306,0.15,-0.157,-0.228,0.231,-0.004,-0.096,0.709,0.85,0.583,0.432,0.327
0.322,0.167,-0.155,-0.244,0.238,0.006,-0.107,0.71,0.857,0.595,0.442,0.337
0.341,0.187,-0.154,-0.263,0.247,0.016,-0.123,0.71,0.855,0.602,0.458,0.353
0.33,0.18,-0.15,-0.255,0.24,0.015,-0.13,0.71,0.855,0.61,0.465,0.36
0.329,0.179,-0.15,-0.254,0.239,0.015,-0.134,0.71,0.856,0.615,0.469,0.364
0.332,0.181,-0.151,-0.256,0.241,0.015,-0.139,0.707,0.852,0.616,0.476,0.368
0.326,0.178,-0.148,-0.252,0.237,0.015,-0.14,0.704,0.864,0.628,0.482,0.371
0.32,0.175,-0.145,-0.247,0.232,0.015,-0.141,0.705,0.875,0.642,0.487,0.378
0.32,0.175,-0.145,-0.247,0.232,0.015,-0.15,0.705,0.86,0.645,0.5,0.395
0.314,0.173,-0.141,-0.243,0.227,0.015,-0.158,0.705,0.851,0.649,0.509,0.4
0.33,0.191,-0.139,-0.261,0.235,0.026,-0.163,0.707,0.844,0.653,0.513,0.398
0.341,0.201,-0.141,-0.271,0.241,0.03,-0.167,0.699,0.836,0.658,0.518,0.406
0.333,0.194,-0.139,-0.263,0.236,0.027,-0.171,0.681,0.828,0.66,0.52,0.416
0.33,0.195,-0.135,-0.262,0.232,0.03,-0.175,0.665,0.82,0.655,0.515,0.415
0.33,0.195,-0.135,-0.262,0.232,0.03,-0.179,0.649,0.813,0.651,0.515,0.415
0.327,0.195,-0.132,-0.261,0.229,0.031,-0.183,0.634,0.795,0.647,0.515,0.415
0.325,0.195,-0.129,-0.26,0.226,0.032,-0.187,0.615,0.777,0.643,0.515,0.415
0.325,0.194,-0.13,-0.259,0.227,0.032,-0.191,0.596,0.76,0.639,0.515,0.415
0.32,0.19,-0.13,-0.255,0.225,0.03,-0.19,0.58,0.735,0.635,0.515,0.415
0.316,0.19,-0.126,-0.252,0.221,0.032,-0.186,0.552,0.715,0.636,0.516,0.416
0.315,0.19,-0.124,-0.252,0.22,0.032,-0.185,0.527,0.69,0.624,0.504,0.406
0.315,0.19,-0.125,-0.252,0.22,0.032,-0.183,0.503,0.66,0.607,0.488,0.396
0.315,0.191,-0.124,-0.252,0.22,0.033,-0.18,0.48,0.635,0.591,0.477,0.387
0.31,0.19,-0.12,-0.25,0.215,0.035,-0.18,0.46,0.62,0.575,0.465,0.375
0.29,0.174,-0.116,-0.232,0.203,0.029,-0.176,0.429,0.605,0.56,0.454,0.368
0.275,0.16,-0.115,-0.217,0.195,0.022,-0.176,0.394,0.58,0.537,0.435,0.351
0.263,0.149,-0.114,-0.206,0.188,0.018,-0.17,0.37,0.551,0.515,0.417,0.331
0.245,0.137,-0.108,-0.191,0.177,0.014,-0.157,0.357,0.522,0.494,0.4,0.316
0.23,0.125,-0.105,-0.177,0.167,0.01,-0.145,0.34,0.49,0.47,0.375,0.3
0.214,0.105,-0.109,-0.159,0.161,-0.001,-0.133,0.32,0.461,0.446,0.35,0.284
0.165,0.085,-0.081,-0.124,0.123,0.002,-0.122,0.303,0.437,0.419,0.332,0.267
0.158,0.066,-0.092,-0.112,0.124,-0.013,-0.107,0.285,0.413,0.393,0.318,0.254
0.18,0.052,-0.128,-0.115,0.153,-0.038,-0.092,0.266,0.39,0.369,0.299,0.241
0.15,0.04,-0.11,-0.095,0.13,-0.035,-0.08,0.25,0.37,0.345,0.275,0.225
0.125,0.024,-0.101,-0.074,0.113,-0.039,-0.068,0.227,0.351,0.325,0.255,0.213
0.105,0.011,-0.095,-0.058,0.1,-0.042,-0.056,0.201,0.327,0.303,0.235,0.196
0.084,-0.001,-0.086,-0.042,0.085,-0.043,-0.044,0.181,0.305,0.278,0.215,0.174
0.066,-0.012,-0.078,-0.027,0.072,-0.045,-0.033,0.167,0.284,0.255,0.195,0.156
0.05,-0.02,-0.07,-0.015,0.06,-0.045,-0.025,0.155,0.26,0.235,0.175,0.14
0.03,-0.032,-0.062,0.001,0.046,-0.047,-0.017,0.143,0.239,0.215,0.159,0.124
0.015,-0.041,-0.056,0.013,0.036,-0.048,-0.009,0.131,0.225,0.193,0.143,0.108
0.004,-0.051,-0.055,0.024,0.03,-0.053,-0.001,0.12,0.216,0.167,0.129,0.092
-0.008,-0.063,-0.055,0.036,0.024,-0.058,0.007,0.114,0.207,0.146,0.116,0.076
-0.015,-0.07,-0.055,0.043,0.02,-0.062,0.015,0.11,0.195,0.135,0.1,0.065
-0.021,-0.076,-0.055,0.049,0.017,-0.065,0.027,0.102,0.187,0.123,0.088,0.057
-0.043,-0.098,-0.055,0.071,0.006,-0.076,0.038,0.097,0.176,0.11,0.076,0.049
-0.061,-0.116,-0.055,0.089,-0.003,-0.085,0.055,0.091,0.165,0.101,0.064,0.041
-0.066,-0.121,-0.055,0.094,-0.005,-0.088,0.073,0.083,0.158,0.092,0.053,0.033
-0.07,-0.125,-0.055,0.098,-0.007,-0.09,0.075,0.08,0.15,0.08,0.045,0.025
-0.07,-0.125,-0.055,0.098,-0.007,-0.09,0.075,0.084,0.142,0.072,0.033,0.017
-0.072,-0.127,-0.055,0.1,-0.008,-0.091,0.075,0.085,0.134,0.065,0.021,0.011
-0.065,-0.12,-0.055,0.093,-0.004,-0.087,0.077,0.085,0.126,0.054,0.01,0.01
-0.071,-0.126,-0.055,0.099,-0.008,-0.09,0.081,0.085,0.118,0.043,0.004,0.009
-0.105,-0.16,-0.055,0.133,-0.025,-0.107,0.08,0.085,0.11,0.035,0.0,0.005
-0.105,-0.16,-0.055,0.133,-0.025,-0.107,0.079,0.085,0.101,0.027,0.0,0.005
-0.115,-0.171,-0.056,0.144,-0.03,-0.113,0.086,0.085,0.102,0.021,0.0,0.002
-0.13,-0.183,-0.052,0.157,-0.039,-0.117,0.093,0.085,0.106,0.02,0.0,0.0
-0.119,-0.179,-0.061,0.15,-0.029,-0.12,0.096,0.085,0.105,0.02,0.0,-0.001
-0.09,-0.18,-0.09,0.135,0.0,-0.135,0.1,0.085,0.105,0.02,0.0,-0.005
-0.087,-0.183,-0.096,0.136,0.005,-0.139,0.1,0.085,0.105,0.02,0.0,-0.005
-0.099,-0.194,-0.095,0.147,-0.002,-0.144,0.103,0.085,0.105,0.021,0.0,-0.008
-0.093,-0.204,-0.111,0.148,0.009,-0.157,0.105,0.085,0.105,0.018,0.0,-0.01
-0.079,-0.205,-0.126,0.142,0.024,-0.165,0.105,0.085,0.106,0.015,0.0,-0.011
-0.085,-0.205,-0.12,0.145,0.018,-0.162,0.11,0.085,0.11,0.015,0.0,-0.015
-0.09,-0.209,-0.12,0.149,0.015,-0.164,0.114,0.085,0.11,0.015,0.0,-0.019
-0.09,-0.21,-0.12,0.15,0.015,-0.165,0.115,0.085,0.11,0.015,0.0,-0.023
-0.092,-0.212,-0.12,0.152,0.014,-0.166,0.115,0.085,0.11,0.015,0.0,-0.028
-0.095,-0.215,-0.12,0.155,0.013,-0.167,0.115,0.085,0.11,0.015,0.0,-0.03
-0.095,-0.215,-0.12,0.155,0.013,-0.167,0.115,0.085,0.11,0.015,0.0,-0.025
-0.095,-0.215,-0.12,0.155,0.013,-0.167,0.115,0.085,0.11,0.011,0.0,-0.025
-0.096,-0.216,-0.12,0.156,0.013,-0.167,0.115,0.085,0.113,0.01,0.0,-0.025
-0.093,-0.213,-0.12,0.153,0.014,-0.166,0.115,0.085,0.116,0.01,0.0,-0.025
-0.099,-0.219,-0.12,0.159,0.011,-0.169,0.115,0.085,0.115,0.01,0.0,-0.025
-0.115,-0.235,-0.12,0.175,0.003,-0.177,0.115,0.085,0.115,0.01,0.0,-0.025
-0.112,-0.232,-0.12,0.172,0.004,-0.176,0.115,0.085,0.115,0.01,0.0,-0.025
-0.109,-0.229,-0.12,0.169,0.005,-0.175,0.115,0.084,0.115,0.007,0.0,-0.026
-0.111,-0.231,-0.12,0.171,0.005,-0.175,0.115,0.087,0.115,0.004,0.0,-0.023
-0.109,-0.229,-0.12,0.169,0.006,-0.174,0.115,0.09,0.116,0.005,0.0,-0.02
-0.105,-0.225,-0.12,0.165,0.008,-0.172,0.115,0.09,0.12,0.005,0.0,-0.02
-0.105,-0.225,-0.12,0.165,0.008,-0.172,0.115,0.094,0.12,0.005,0.0,-0.02
-0.105,-0.225,-0.12,0.165,0.008,-0.172,0.115,0.095,0.123,0.005,0.003,-0.02
-0.105,-0.225,-0.12,0.165,0.008,-0.172,0.115,0.097,0.125,0.004,0.006,-0.02
-0.104,-0.224,-0.12,0.164,0.008,-0.172,0.115,0.1,0.126,0.007,0.005,-0.02
-0.1,-0.22,-0.12,0.16,0.01,-0.17,0.115,0.1,0.13,0.015,0.005,-0.02
-0.1,-0.22,-0.12,0.16,0.01,-0.17,0.114,0.108,0.13,0.019,0.005,-0.02
-0.1,-0.22,-0.12,0.16,0.01,-0.17,0.122,0.115,0.133,0.026,0.005,-0.017
-0.1,-0.22,-0.12,0.16,0.01,-0.17,0.124,0.113,0.134,0.033,0.005,-0.014
-0.099,-0.219,-0.12,0.159,0.011,-0.17,0.119,0.11,0.129,0.034,0.005,-0.015
-0.095,-0.215,-0.12,0.155,0.013,-0.167,0.12,0.11,0.13,0.03,0.005,-0.015
-0.095,-0.215,-0.12,0.155,0.013,-0.167,0.121,0.106,0.13,0.03,0.005,-0.015
-0.093,-0.216,-0.123,0.154,0.016,-0.169,0.117,0.104,0.127,0.027,0.005,-0.015
-0.087,-0.213,-0.126,0.151,0.019,-0.169,0.114,0.106,0.124,0.024,0.005,-0.015
-0.085,-0.21,-0.125,0.148,0.02,-0.167,0.115,0.104,0.125,0.025,0.005,-0.015
-0.085,-0.21,-0.125,0.148,0.02,-0.167,0.115,0.1,0.125,0.025,0.005,-0.015
-0.085,-0.21,-0.125,0.148,0.02,-0.167,0.111,0.1,0.121,0.021,0.009,-0.015
-0.086,-0.211,-0.124,0.149,0.019,-0.167,0.109,0.101,0.119,0.019,0.01,-0.015
-0.081,-0.208,-0.127,0.145,0.023,-0.167,0.111,0.098,0.121,0.021,0.01,-0.015
-0.074,-0.205,-0.13,0.139,0.029,-0.167,0.109,0.095,0.119,0.019,0.01,-0.015
-0.075,-0.205,-0.13,0.14,0.028,-0.167,0.105,0.095,0.115,0.015,0.01,-0.015
-0.075,-0.205,-0.13,0.14,0.028,-0.167,0.105,0.096,0.115,0.015,0.01,-0.015
-0.076,-0.206,-0.13,0.141,0.027,-0.167,0.106,0.092,0.116,0.016,0.01,-0.015
-0.07,-0.202,-0.131,0.136,0.031,-0.166,0.103,0.09,0.113,0.013,0.01,-0.015
-0.066,-0.193,-0.128,0.13,0.032,-0.16,0.1,0.089,0.11,0.01,0.01,-0.015
-0.075,-0.19,-0.115,0.133,0.02,-0.152,0.1,0.085,0.11,0.01,0.01,-0.015
-0.079,-0.186,-0.107,0.133,0.014,-0.146,0.1,0.085,0.11,0.006,0.01,-0.015
-0.083,-0.182,-0.099,0.133,0.008,-0.14,0.097,0.086,0.107,0.004,0.01,-0.015
-0.087,-0.178,-0.091,0.133,0.002,-0.134,0.094,0.083,0.104,0.006,0.01,-0.015
-0.091,-0.174,-0.083,0.133,-0.004,-0.129,0.095,0.08,0.105,0.004,0.009,-0.015
-0.095,-0.17,-0.075,0.133,-0.01,-0.122,0.095,0.08,0.105,0.0,0.005,-0.015
-0.095,-0.162,-0.067,0.129,-0.014,-0.114,0.091,0.08,0.101,0.0,0.005,-0.015
-0.095,-0.157,-0.061,0.126,-0.017,-0.108,0.09,0.077,0.1,0.001,0.002,-0.015
-0.093,-0.153,-0.06,0.123,-0.016,-0.106,0.09,0.074,0.1,-0.002,0.0,-0.014
-0.09,-0.149,-0.059,0.119,-0.015,-0.104,0.09,0.075,0.1,-0.005,-0.001,-0.016
-0.09,-0.145,-0.055,0.118,-0.017,-0.1,0.09,0.075,0.1,-0.005,-0.005,-0.025
-0.086,-0.141,-0.055,0.114,-0.016,-0.097,0.086,0.071,0.096,-0.004,-0.005,-0.033
-0.081,-0.137,-0.056,0.109,-0.012,-0.096,0.085,0.069,0.091,-0.008,-0.004,-0.039
-0.082,-0.135,-0.053,0.108,-0.014,-0.094,0.085,0.071,0.09,-0.01,-0.007,-0.04
-0.085,-0.135,-0.05,0.11,-0.017,-0.092,0.085,0.069,0.089,-0.011,-0.01,-0.04
-0.085,-0.135,-0.05,0.11,-0.017,-0.092,0.085,0.065,0.085,-0.015,-0.01,-0.04
-0.089,-0.135,-0.046,0.112,-0.021,-0.09,0.085,0.065,0.085,-0.015,-0.014,-0.04
-0.091,-0.135,-0.044,0.113,-0.023,-0.09,0.085,0.066,0.082,-0.018,-0.015,-0.04
-0.09,-0.135,-0.045,0.113,-0.022,-0.09,0.085,0.063,0.08,-0.02,-0.017,-0.04
-0.091,-0.135,-0.044,0.113,-0.023,-0.09,0.085,0.06,0.08,-0.021,-0.021,-0.04
-0.095,-0.135,-0.04,0.115,-0.027,-0.087,0.085,0.06,0.075,-0.025,-0.02,-0.04
